State,Num1
END,640
END,647
END,646
END,640
END,647
END,642
END,643
END,647
END,640
END,647
END,645
END,640
END,647
END,642
END,644
END,648
END,641
END,648
END,646
END,640
END,647
END,642
END,644
END,647
END,640
END,647
END,645
END,641
END,647
END,642
END,644
END,647
END,639
END,647
END,645
END,640
END,647
END,642
END,644
END,646
END,640
END,647
END,644
END,640
END,647
END,642
END,645
END,647
END,639
END,647
END,644
END,641
END,647
END,641
END,645
END,647
END,639
END,647
END,644
END,641
END,647
END,642
END,646
END,647
END,639
END,647
END,644
END,642
END,647
END,641
END,645
END,647
END,640
END,647
END,643
END,641
END,647
END,641
END,645
END,646
END,639
END,647
END,643
END,642
END,647
END,641
END,646
END,646
END,639
END,647
END,643
END,642
END,647
END,641
END,646
END,646
END,639
END,647
END,643
END,642
END,647
END,640
END,646
END,646
END,639
END,647
END,643
END,642
END,647
END,640
END,647
END,646
END,640
END,647
END,643
END,642
END,647
END,640
END,647
END,646
END,640
END,647
END,642
END,643
END,647
END,640
END,647
END,645
END,640
END,647
END,642
END,643
END,647
END,640
END,647
END,645
END,640
END,647
END,642
END,643
END,647
END,640
END,647
END,645
END,640
END,647
END,642
END,644
END,646
END,640
END,647
END,645
END,640
END,648
END,642
END,644
END,647
END,639
END,647
END,645
END,640
END,647
END,642
END,644
END,646
END,639
END,647
END,644
END,641
END,647
END,641
END,644
END,646
END,639
END,647
END,644
END,640
END,647
END,641
END,645
END,646
END,639
END,647
END,644
END,640
END,647
END,641
END,645
END,646
END,640
END,647
END,644
END,641
END,647
END,641
END,645
END,646
END,639
END,647
END,643
END,641
END,647
END,641
END,645
END,646
END,639
END,647
END,643
END,641
END,647
END,641
END,646
END,646
END,640
END,647
END,643
END,642
END,647
END,640
END,646
END,646
END,639
END,647
END,643
END,642
END,647
END,640
END,646
END,645
END,640
END,647
END,642
END,642
END,647
END,640
END,647
END,645
END,640
END,647
END,642
END,643
END,647
END,640
END,647
END,645
END,640
END,646
END,642
END,642
END,647
END,640
END,647
END,645
END,640
END,647
END,642
END,643
END,646
END,640
END,646
END,645
END,640
END,647
END,642
END,644
END,646
END,640
END,647
END,645
END,640
END,647
END,642
END,643
END,646
END,639
END,647
END,644
END,640
END,647
