State,Num1,Num2
END,1.686,0
END,1.691,0
END,1.711,0
END,1.716,0
END,1.691,0
END,1.696,0
END,1.72,0
END,1.73,0
END,1.725,0
END,1.72,0
END,1.735,0
END,1.745,0
END,1.716,0
END,1.706,0
END,1.72,0
END,1.73,0
END,1.725,0
END,1.716,0
END,1.725,0
END,1.745,0
END,1.725,0
END,1.706,0
END,1.716,0
END,1.725,0
END,1.711,0
END,1.686,0
END,1.676,0
END,1.686,0
END,1.672,0
END,1.632,0
END,1.628,0
END,1.647,0
END,1.657,0
END,1.657,0
END,1.657,0
END,1.686,0
END,1.706,0
END,1.676,0
END,1.662,0
END,1.667,0
END,1.672,0
END,1.662,0
END,1.647,0
END,1.657,0
END,1.672,0
END,1.652,0
END,1.628,0
END,1.632,0
END,1.647,0
END,1.642,0
END,1.628,0
END,1.637,0
END,1.667,0
END,1.672,0
END,1.657,0
END,1.662,0
END,1.686,0
END,1.691,0
END,1.672,0
END,1.662,0
END,1.681,0
END,1.701,0
END,1.681,0
END,1.691,0
END,1.73,0
END,1.764,0
END,1.779,0
END,1.794,0
END,1.828,0
END,1.872,0
END,1.891,0
END,1.916,0
END,1.975,0
END,2.043,0
END,2.077,0
END,2.087,0
END,2.092,0
END,2.092,3.372
END,2.048,3.372
END,1.95,3.368
END,1.867,3.368
END,1.789,3.372
END,1.691,3.372
END,1.588,3.368
END,1.525,3.372
END,1.505,3.372
END,1.505,3.372
END,1.486,3.372
END,1.496,3.372
END,1.544,3.368
END,1.588,3.372
END,1.608,3.372
END,1.618,3.372
END,1.642,3.372
END,1.667,3.372
END,1.652,3.372
END,1.632,3.368
END,1.642,3.368
END,1.662,3.368
END,1.667,3.372
END,1.662,3.372
END,1.667,0
END,1.691,0
END,1.691,0
END,1.662,0
END,1.652,0
END,1.667,0
END,1.667,0
END,1.647,0
END,1.637,0
END,1.657,0
END,1.676,0
END,1.657,0
END,1.652,0
END,1.672,0
END,1.686,0
END,1.681,0
END,1.662,0
END,1.667,0
END,1.676,0
END,1.652,0
END,1.628,0
END,1.632,0
END,1.647,0
END,1.652,0
END,1.647,0
END,1.662,0
END,1.696,0
END,1.706,0
END,1.686,0
END,1.696,0
END,1.72,0
END,1.73,0
END,1.72,0
END,1.711,0
END,1.72,0
END,1.725,0
END,1.696,0
