Num1
459
458
455
453
459
458
454
452
457
457
453
452
456
456
452
451
455
455
451
450
455
454
450
449
453
453
449
449
453
452
448
448
452
451
447
447
451
451
447
447
450
450
446
446
450
449
445
446
449
448
444
445
448
448
444
445
448
447
443
444
447
447
443
444
447
446
442
443
446
445
442
443
446
445
441
443
446
445
441
443
445
444
440
442
445
444
440
442
444
443
440
442
444
443
439
442
444
443
439
442
444
442
439
442
444
442
439
442
444
442
438
442
443
442
438
442
443
441
438
442
443
441
437
441
442
440
437
441
442
440
437
441
442
440
437
442
443
440
438
442
443
440
438
442
443
440
438
442
443
440
438
442
443
440
438
443
443
440
438
443
444
441
439
444
444
441
439
444
444
441
440
444
444
441
440
444
444
441
440
444
445
441
440
445
445
441
440
445
445
441
441
445
445
441
441
445
445
442
441
445
445
442
442
446
446
442
442
446
446
442
442
446
446
443
443
446
446
442
443
447
446
443
443
447
447
443
444
447
447
443
444
448
447
443
444
448
447
443
444
448
447
444
445
448
447
444
445
448
448
444
446
448
448
444
446
449
448
444
447
449
448
444
446
449
448
444
447
449
448
444
447
449
448
444
448
450
448
445
448
450
448
445
449
450
448
445
449
450
448
445
449
450
448
445
449
451
448
445
449
451
448
446
450
451
448
446
450
451
449
446
450
451
448
446
451
451
449
446
451
451
449
447
451
452
449
447
451
452
449
447
451
452
449
447
452
452
449
447
452
452
449
448
452
452
449
448
452
453
449
448
452
452
449
448
453
453
449
448
453
453
449
448
453
453
449
449
453
453
449
449
453
453
450
449
454
453
450
450
454
453
450
449
454
453
450
450
454
453
450
450
454
453
450
450
454
453
450
451
454
454
450
451
454
454
450
451
454
454
450
451
455
454
450
451
455
454
450
452
455
454
450
452
455
454
450
452
455
454
450
452
455
454
450
453
455
454
450
453
456
454
450
453
456
454
450
453
456
454
450
454
456
454
450
454
456
454
451
454
456
454
451
455
456
454
451
455
456
454
451
455
456
454
451
455
456
455
451
455
457
454
451
456
457
454
451
456
457
454
451
456
457
454
452
456
457
454
452
456
457
454
452
457
457
454
452
457
457
454
452
457
457
454
452
457
457
454
452
457
457
454
453
458
457
454
453
458
457
454
453
458
457
454
453
458
458
454
453
458
458
454
453
458
458
454
453
458
458
454
453
458
458
454
454
458
458
454
454
458
458
454
454
458
458
454
454
458
458
454
454
458
458
454
455
458
458
454
454
458
458
454
455
459
458
454
455
459
458
454
455
458
458
454
455
458
458
454
455
458
457
454
455
458
457
453
455
458
457
453
456
458
457
453
456
458
457
453
456
459
457
453
456
458
457
453
456
458
457
453
456
458
457
453
456
458
456
453
456
458
456
453
456
458
456
452
456
458
456
452
456
458
456
453
456
458
456
452
457
458
455
452
457
458
456
453
457
458
