Num1
1.696
1.691
1.701
1.72
1.716
1.711
1.725
1.745
1.75
1.74
1.745
1.76
1.764
1.735
1.735
1.75
1.75
1.74
1.735
1.75
1.76
1.75
1.745
1.764
1.779
1.774
1.764
1.769
1.789
1.784
1.769
1.779
1.794
1.789
1.774
1.769
1.779
1.774
1.75
1.75
1.76
1.76
1.755
1.755
1.774
1.784
1.764
1.755
1.764
1.774
1.764
1.755
1.755
1.764
1.755
1.735
1.745
1.76
1.755
1.74
1.735
1.74
1.735
1.711
1.716
1.735
1.74
1.725
1.716
1.716
1.716
1.691
1.672
1.676
1.676
1.657
1.637
1.637
1.647
1.632
1.618
1.628
1.637
1.632
1.618
1.623
1.637
1.642
1.628
1.642
1.662
1.672
1.672
1.667
1.676
1.681
1.657
1.637
1.647
1.652
1.642
1.637
1.642
1.667
1.657
1.647
1.657
1.667
1.667
1.657
1.657
1.667
1.667
1.642
1.642
1.657
1.657
1.652
1.647
1.662
1.667
1.647
1.637
1.647
1.652
1.642
1.632
1.637
1.657
1.647
1.637
1.647
1.662
1.657
1.642
1.632
1.642
1.642
1.618
1.623
1.647
1.662
1.662
1.672
1.691
1.701
1.686
1.672
1.681
1.681
1.662
1.642
1.642
1.652
1.642
1.623
1.637
1.662
1.657
1.642
1.637
1.647
1.647
1.632
1.637
1.652
1.657
1.652
1.647
1.662
1.676
1.662
1.657
1.672
1.676
1.667
1.657
1.662
1.672
1.657
1.637
1.647
1.662
1.657
1.642
1.637
1.647
1.647
1.628
1.632
1.652
1.657
1.657
1.652
1.667
1.676
1.652
1.637
1.647
1.647
1.637
1.632
1.637
1.652
1.642
1.632
1.647
1.667
1.667
1.657
1.652
1.667
1.667
1.647
1.642
1.652
1.647
1.632
1.628
1.642
1.652
1.637
1.637
1.662
1.681
1.681
1.676
1.676
1.686
1.672
1.652
1.657
1.667
1.667
1.657
1.662
1.681
1.686
1.662
1.662
1.676
1.672
1.652
1.642
1.652
1.667
1.652
1.652
1.672
1.691
1.696
1.696
1.701
1.716
1.701
1.681
1.681
1.691
1.681
1.672
1.667
1.676
1.672
1.647
1.652
1.672
1.667
1.657
1.647
1.652
1.667
1.647
1.637
1.652
1.657
1.647
1.637
1.642
1.657
1.647
1.637
1.652
1.672
1.667
1.662
1.657
1.667
1.662
1.637
1.637
1.652
1.652
1.637
1.632
1.647
1.657
1.637
1.632
1.647
1.657
1.657
1.652
1.662
1.686
1.686
1.681
1.696
1.716
1.711
1.706
1.711
1.73
1.74
1.73
1.745
1.774
1.789
1.784
1.779
1.774
1.76
1.711
1.672
1.652
1.623
1.588
1.554
1.544
1.549
1.544
1.535
1.559
1.593
1.608
1.618
1.637
1.672
1.681
1.667
1.672
1.691
1.696
1.691
1.681
1.691
1.696
1.672
1.662
1.672
1.681
1.681
1.676
1.686
1.706
1.696
1.681
1.686
1.696
1.686
1.672
1.672
1.686
1.686
1.672
1.686
1.711
1.72
1.711
1.701
1.706
1.711
1.686
1.672
1.686
1.696
1.681
1.672
1.676
1.701
1.701
1.686
1.706
1.725
1.73
1.73
1.74
1.755
1.755
1.725
1.725
1.735
1.73
1.716
1.711
1.725
1.74
1.725
1.725
1.75
1.76
1.75
1.74
1.745
1.755
1.745
1.73
1.745
1.76
1.76
1.755
1.755
1.774
1.779
1.755
1.755
1.769
1.769
1.76
1.755
1.764
1.774
1.755
1.745
1.76
1.774
1.769
1.764
1.769
1.789
1.779
1.76
1.769
1.779
1.774
1.76
1.755
1.769
1.774
1.75
1.755
1.779
1.784
1.774
1.764
1.769
1.774
1.75
1.73
1.74
1.735
1.725
1.711
1.716
1.73
1.716
1.696
1.706
1.72
1.716
1.701
1.691
1.691
1.676
1.647
1.637
1.647
1.642
1.628
1.618
1.637
1.652
1.647
1.647
1.667
1.681
1.672
1.662
1.662
1.672
1.657
1.637
1.642
1.657
1.647
1.637
1.632
1.642
1.637
1.618
1.628
1.652
1.662
1.657
1.657
1.676
1.686
1.672
1.657
1.672
1.676
1.667
1.657
1.662
1.681
1.676
1.662
1.667
1.676
1.667
1.652
1.642
1.657
1.657
1.637
1.637
1.657
1.662
1.657
1.652
1.667
1.676
1.662
1.657
1.672
1.676
1.667
1.662
1.662
1.672
1.657
1.637
1.647
1.662
1.662
1.652
1.657
1.672
1.672
1.657
1.657
1.676
1.676
1.667
